nombre, temporadas, puntos totales, promedio puntos por partido, rebotes totales, promedio rebotes por partido, asistencias totales, promedio asistencias por partido, robos totales, bloqueos totales, porcentaje tiros de campo, porcentaje de tiros libres, porcentaje tiros triples
 Michael Jordan,        15,        32292,        30.1,        6672,        6.2,        5633,        5.3,        2514,        893,        49.7,        83.5,        32.7
